country;receptor;s_year;s_month;s_day;start;e_year;e_month;e_day;end;leader;office;description;election_year;lame_duck;gdpcapita;external_balance
United States;Vatican;2008;June;13;13/06/2008;2008;June;13;13/06/2008;George W. Bush;President;Met with Pope Benedict XVI.;0;1;48570,05;-5,0161
United States;France;2008;June;13;13/06/2008;2008;June;15;15/06/2008;George W. Bush;President;Met with President Sarkozy. Addressed the OECD. Attended wreath-laying ceremonies at Suresnes and Mont Valerien.;0;1;48570,05;-5,0161
United States;United Kingdom;2008;June;15;15/06/2008;2008;June;16;16/06/2008;George W. Bush;President;Met with Queen Elizabeth II at Windsor Castle. Met with Prime Minister Blair and Quartet Representative Blair. In Belfast, met with First Minister Robertson and Deputy First Minister McGuinness.;0;1;48570,05;-5,0161
United States;Japan;2008;July;6;06/07/2008;2008;July;9;09/07/2008;George W. Bush;President;Attended the G-8 Economic summit. Also met with Tanzanian President Kikwete, Indian Prime Minister Singh, Chinese President Hu, and South Korean President Lee.;0;1;48570,05;-5,0161
United States;South Korea;2008;August;5;05/08/2008;2008;August;6;06/08/2008;George W. Bush;President;Met with President Lee and addressed U.S. military personnel.;0;1;48570,05;-5,0161
United States;Thailand;2008;August;6;06/08/2008;2008;August;7;07/08/2008;George W. Bush;President;Met with Prime Minister Samak and addressed Burmese activists.;0;1;48570,05;-5,0161
United States;China;2008;August;7;07/08/2008;2008;August;11;11/08/2008;George W. Bush;President;Attended opening ceremonies of the Olympic Games. Dedicated a new U.S. Embassy. Met with President Hu and Russian Prime Minister Putin.;0;1;48570,05;-5,0161
United States;Peru;2008;November;21;21/11/2008;2008;November;23;23/11/2008;George W. Bush;President;Attended the APEC summit Meeting and met with President Garcia.;0;1;48570,05;-5,0161
United States;Iraq;2008;December;14;14/12/2008;2008;December;14;14/12/2008;George W. Bush;President;Met with President Talabani and Prime Minister Maliki. Signed Strategic Framework and Security Agreements. Visited U.S. military personnel.;0;1;48570,05;-5,0161
United States;Afghanistan;2008;December;14;14/12/2008;2008;December;15;15/12/2008;George W. Bush;President;Met with President Karzai and visited U.S. military personnel.;0;1;48570,05;-5,0161
United States;Canada;2009;February;19;19/02/2009;2009;February;19;19/02/2009;Barack Obama;President;Met with Prime Minister Harper.;0;0;47194,94;-0,2895
United States;United Kingdom;2009;March;31;31/03/2009;2009;April;3;03/04/2009;Barack Obama;President;Met with Queen Elizabeth II and Prime Minister Brown. Attended the G-20 Economic summit Meeting.;0;0;47194,94;-0,2895
United States;France;2009;April;3;03/04/2009;2009;April;4;04/04/2009;Barack Obama;President;Attended the NATO summit Meeting.;0;0;47194,94;-0,2895
United States;Germany;2009;April;3;03/04/2009;2009;April;4;04/04/2009;Barack Obama;President;Attended a working dinner for NATO leaders.;0;0;47194,94;-0,2895
United States;Czech Republic;2009;April;4;04/04/2009;2009;April;5;05/04/2009;Barack Obama;President;Attended U.S.-European Union summit meeting.;0;0;47194,94;-0,2895
United States;Turkey;2009;April;5;05/04/2009;2009;April;7;07/04/2009;Barack Obama;President;"Met with President Gul and Prime Minister Erdogan; addressed the Grand National Assembly.";0;0;47194,94;-0,2895
United States;Iraq;2009;April;7;07/04/2009;2009;April;7;07/04/2009;Barack Obama;President;Met with President Talabani and U.S. military personnel.;0;0;47194,94;-0,2895
United States;Mexico;2009;April;16;16/04/2009;2009;April;17;17/04/2009;Barack Obama;President;Met with President Calderon.;0;0;47194,94;-0,2895
United States;Trinidad and Tobago;2009;April;17;17/04/2009;2009;April;19;19/04/2009;Barack Obama;President;Attended the summit of the Americas.;0;0;47194,94;-0,2895
United States;Saudi Arabia;2009;June;3;03/06/2009;2009;June;4;04/06/2009;Barack Obama;President;Met with King Abdullah.;0;0;47194,94;-0,2895
United States;Egypt;2009;June;4;04/06/2009;2009;June;4;04/06/2009;Barack Obama;President;Met with President Mubarak and delivered and address at Cairo University.;0;0;47194,94;-0,2895
United States;Germany;2009;June;4;04/06/2009;2009;June;5;05/06/2009;Barack Obama;President;Met with Chancellor Merkel, visited the Buchenwald concentration camp and visited wounded U.S. military personnel.;0;0;47194,94;-0,2895
United States;France;2009;June;5;05/06/2009;2009;June;7;07/06/2009;Barack Obama;President;Met with President Sarkozy and dedicated the new visitor center at the U.S. Military Cemetery in Normandy.;0;0;47194,94;-0,2895
United States;Russia;2009;July;6;06/07/2009;2009;July;8;08/07/2009;Barack Obama;President;Met with President Medvedev and Prime Minister Putin.;0;0;47194,94;-0,2895
United States;Italy;2009;July;8;08/07/2009;2009;July;10;10/07/2009;Barack Obama;President;Attended the G-8 summit Meeting. Also met with the leaders of Angola, Algeria, Australia, Brazil, China, Egypt, India, Mexico, Nigeria, Senegal, South Africa, and various international organizations.;0;0;47194,94;-0,2895
United States;Vatican;2009;July;10;10/07/2009;2009;July;10;10/07/2009;Barack Obama;President;Audience with Pope Benedict XVI.;0;0;47194,94;-0,2895
United States;Ghana;2009;July;10;10/07/2009;2009;July;11;11/07/2009;Barack Obama;President;Met with President Mills and addressed Parliament.;0;0;47194,94;-0,2895
United States;Mexico;2009;August;9;09/08/2009;2009;August;10;10/08/2009;Barack Obama;President;Attended the North American Leaders’ summit.;0;0;47194,94;-0,2895
United States;Denmark;2009;October;2;02/10/2009;2009;October;2;02/10/2009;Barack Obama;President;Addressed a session of the International Olympic Committee and met with Prime Minister Rasmussen.;0;0;47194,94;-0,2895
United States;Japan;2009;November;13;13/11/2009;2009;November;14;14/11/2009;Barack Obama;President;Met with Emperor Akihito and Prime Minister Hatoyama.;0;0;47194,94;-0,2895
United States;Singapore;2009;November;14;14/11/2009;2009;November;15;15/11/2009;Barack Obama;President;Attended the APEC Leaders’ Meeting.;0;0;47194,94;-0,2895
United States;China;2009;November;15;15/11/2009;2009;November;18;18/11/2009;Barack Obama;President;Met with President Hu, National People’s Congress Chairman Wu, and Premier Wen. Visited the Great Wall.;0;0;47194,94;-0,2895
United States;South Korea;2009;November;18;18/11/2009;2009;November;19;19/11/2009;Barack Obama;President;Met with President Lee.;0;0;47194,94;-0,2895
United States;Norway;2009;December;10;10/12/2009;2009;December;11;11/12/2009;Barack Obama;President;Met with King Harald V and Queen Sonja. Received the Nobel Peace Prize.;0;0;47194,94;-0,2895
United States;Denmark;2009;December;18;18/12/2009;2009;December;18;18/12/2009;Barack Obama;President;Attended the UN Climate Change Conference.;0;0;47194,94;-0,2895
United States;Afghanistan;2010;March;28;28/03/2010;2010;March;28;28/03/2010;Barack Obama;President;Met with President Karzai and addressed U.S. military personnel.;0;0;48650,64;-3,5371
United States;Czech Republic;2010;April;8;08/04/2010;2010;April;9;09/04/2010;Barack Obama;President;"Signed Strategic Arms Reduction Treaty with Russia. Also met with the Presidents of the Czech Republic, Estonia, Latvia, and Romania; and with the Prime Ministers of Bulgaria, Croatia, the Czech Republic, Hungary, Lithuania, Poland, Slovakia, and Slovenia.";0;0;48650,64;-3,5371
United States;Canada;2010;June;25;25/06/2010;2010;June;27;27/06/2010;Barack Obama;President;Attended the G-8 and G-20 Economic summit Meetings.;0;0;48650,64;-3,5371
United States;India;2010;November;6;06/11/2010;2010;November;9;09/11/2010;Barack Obama;President;Attended U.S.-India Business and Entrepreneurship summit in Mumbai. Met with Prime Minister Singh and President Patil. Addressed the Indian Parliament.;0;0;48650,64;-3,5371
United States;Indonesia;2010;November;9;09/11/2010;2010;November;10;10/11/2010;Barack Obama;President;Met with President Yudhoyono.;0;0;48650,64;-3,5371
United States;South Korea;2010;November;10;10/11/2010;2010;November;12;12/11/2010;Barack Obama;President;"Met with President Lee; attended the G-20 summit Meeting.";0;0;48650,64;-3,5371
United States;Japan;2010;November;12;12/11/2010;2010;November;14;14/11/2010;Barack Obama;President;Attended the Asia-Pacific Economic Cooperation’s CEO summit Meetings.;0;0;48650,64;-3,5371
United States;Portugal;2010;November;19;19/11/2010;2010;November;20;20/11/2010;Barack Obama;President;Attended the NATO and U.S.-European Union summit Meetings.;0;0;48650,64;-3,5371
United States;Afghanistan;2010;December;3;03/12/2010;2010;December;3;03/12/2010;Barack Obama;President;Met with the leaders of the U.S. military and diplomatic missions and visited U.S. military personnel.;0;0;48650,64;-3,5371
United States;Brazil;2011;March;19;19/03/2011;2011;March;21;21/03/2011;Barack Obama;President;Met with President Roussef.;0;0;50065,97;-3,7155
United States;Chile;2011;March;21;21/03/2011;2011;March;22;22/03/2011;Barack Obama;President;Met with President Pinera.;0;0;50065,97;-3,7155
United States;El Salvador;2011;March;22;22/03/2011;2011;March;23;23/03/2011;Barack Obama;President;Met with President Funes.;0;0;50065,97;-3,7155
United States;Ireland;2011;May;23;23/05/2011;2011;May;23;23/05/2011;Barack Obama;President;Met with President McAleese and Prime Minister Kenny. Visited ancestral home.;0;0;50065,97;-3,7155
United States;United Kingdom;2011;May;23;23/05/2011;2011;May;26;26/05/2011;Barack Obama;President;Met with Queen Elizabeth II, Prime Minister Cameron, and Labour Party leader Miliband.;0;0;50065,97;-3,7155
United States;France;2011;May;26;26/05/2011;2011;May;27;27/05/2011;Barack Obama;President;Attended the G-8 Economic summit.;0;0;50065,97;-3,7155
United States;Poland;2011;May;27;27/05/2011;2011;May;28;28/05/2011;Barack Obama;President;Met with President Komorowski and Prime Minister Tusk.;0;0;50065,97;-3,7155
United States;France;2011;November;3;03/11/2011;2011;November;4;04/11/2011;Barack Obama;President;Attended the G-20 summit Meeting.;0;0;50065,97;-3,7155
United States;Australia;2011;November;16;16/11/2011;2011;November;17;17/11/2011;Barack Obama;President;Met with Prime Minister Gillard. Announced a new military cooperation agreement.;0;0;50065,97;-3,7155
United States;Indonesia;2011;November;17;17/11/2011;2011;November;20;20/11/2011;Barack Obama;President;Attended the ASEAN and East Asia summit Meetings.;0;0;50065,97;-3,7155
United States;South Korea;2012;March;25;25/03/2012;2012;March;27;27/03/2012;Barack Obama;President;Attended the Nuclear Security summit. Met with President Lee Myung-bak and visited the Demilitarized Zone.;1;0;51784,42;-3,3937
United States;Colombia;2012;April;13;13/04/2012;2012;April;15;15/04/2012;Barack Obama;President;Attended the summit of the Americas.;1;0;51784,42;-3,3937
United States;Afghanistan;2012;May;1;01/05/2012;2012;May;2;02/05/2012;Barack Obama;President;Met with President Karzai and addressed U.S. military personnel. Signed a long-term strategic partnership agreement.;1;0;51784,42;-3,3937
United States;Mexico;2012;June;17;17/06/2012;2012;June;19;19/06/2012;Barack Obama;President;Attended the G-20 Economic summit meeting.;1;0;51784,42;-3,3937
United States;Thailand;2012;November;18;18/11/2012;2012;November;19;19/11/2012;Barack Obama;President;Met with King Bhumibol Adulyadej and Prime Minister Yingluck Shinawatra.;1;0;51784,42;-3,3937
United States;Burma;2012;November;19;19/11/2012;2012;November;19;19/11/2012;Barack Obama;President;Met with President Thein Sein, National League for Democracy leader Aung San Suu Kyi, and representatives of Burmese civil society.;1;0;51784,42;-3,3937
United States;Cambodia;2012;November;19;19/11/2012;2012;November;19;19/11/2012;Barack Obama;President;Met with Prime Minister Hun Sen and a U.S.-ASEAN Leaders’ meeting, a Trans-Pacific Partnership meeting, and the East Asia summit meeting.;1;0;51784,42;-3,3937
United States;Israel;2013;March;20;20/03/2013;2013;March;22;22/03/2013;Barack Obama;President;Met with President Shimon Peres and Prime Minister Benjamin Netanyahu.;0;0;53291,13;-2,8462
United States;Palestine;2013;March;21;21/03/2013;2013;March;22;22/03/2013;Barack Obama;President;Met with President Mahmoud Abbas.;0;0;53291,13;-2,8462
United States;Jordan;2013;March;22;22/03/2013;2013;March;24;24/03/2013;Barack Obama;President;Met with King Abdullah II.;0;0;53291,13;-2,8462
United States;Mexico;2013;May;2;02/05/2013;2013;May;3;03/05/2013;Barack Obama;President;Met with President Enrique Pena Nieto.;0;0;53291,13;-2,8462
United States;Costa Rica;2013;May;3;03/05/2013;2013;May;4;04/05/2013;Barack Obama;President;Met with President Laura Chinchilla and leaders of the Central American Integration System.;0;0;53291,13;-2,8462
United States;United Kingdom;2013;June;16;16/06/2013;2013;June;18;18/06/2013;Barack Obama;President;Attended the G-8 Economic summit Meeting.;0;0;53291,13;-2,8462
United States;Germany;2013;June;18;18/06/2013;2013;June;19;19/06/2013;Barack Obama;President;Met with President Joachim Gauck and Chancellor Angela Merkel.;0;0;53291,13;-2,8462
United States;Senegal;2013;June;26;26/06/2013;2013;June;28;28/06/2013;Barack Obama;President;Met with President Macky Sall.;0;0;53291,13;-2,8462
United States;South Africa;2013;June;28;28/06/2013;2013;July;1;01/07/2013;Barack Obama;President;Met with President Jacob Zuma and with members of the Mandela family. Visited Robben Island.;0;0;53291,13;-2,8462
United States;Tanzania;2013;July;1;01/07/2013;2013;July;2;02/07/2013;Barack Obama;President;Met with President Jakaya Kikwete. Laid a wreath at the memorial to the 1998 Embassy bombing.;0;0;53291,13;-2,8462
United States;Sweden;2013;September;4;04/09/2013;2013;September;5;05/09/2013;Barack Obama;President;Met with King Carl XVI Gustaf and Prime Minister John Fredrik Reinfeldt.;0;0;53291,13;-2,8462
United States;Russia;2013;September;5;05/09/2013;2013;September;6;06/09/2013;Barack Obama;President;Attended the G-20 Economic summit.;0;0;53291,13;-2,8462
United States;South Africa;2013;December;9;09/12/2013;2013;December;10;10/12/2013;Barack Obama;President;Attended memorial service for former President Nelson Mandela.;0;0;53291,13;-2,8462
United States;Mexico;2014;February;14;14/02/2014;2014;February;14;14/02/2014;Barack Obama;President;Attended the North American Leaders summit.;0;0;55123,85;-2,906
United States;Netherlands;2014;March;24;24/03/2014;2014;March;25;25/03/2014;Barack Obama;President;Attended the World Forum the Nuclear Security summit, and a G-7 meeting on the Ukrainian crisis. Met with King Willem-Alexander and President Nursultan Nazarbayev of Kazakhstan.;0;0;55123,85;-2,906
United States;Belgium;2014;March;25;25/03/2014;2014;March;26;26/03/2014;Barack Obama;President;Attended a wreath-laying ceremony at the Flanders Field American Cemetery. Attended a meeting of the Council of the European Union.;0;0;55123,85;-2,906
United States;Italy;2014;March;26;26/03/2014;2014;March;28;28/03/2014;Barack Obama;President;Met with President Giorgio Napolitano and Prime Minister Matteo Renzi. Toured the Colosseum.;0;0;55123,85;-2,906
United States;Vatican;2014;March;27;27/03/2014;2014;March;27;27/03/2014;Barack Obama;President;Audience with Pope Francis and a meeting with Secretary of State Cardinal Pietro Parolin.;0;0;55123,85;-2,906
